name;east;north;up;value;dist_1;value_1;dist_2;value_2;dist_3;value_3;dist_4;value_4;dist_5;value_5;dist_6;value_6;dist_7;value_7;dist_8;value_8;dist_9;value_9;dist_10;value_10;dist_11;value_11;dist_12;value_12;dist_13;value_13;dist_14;value_14;dist_15;value_15;dist_16;value_16;dist_17;value_17;dist_18;value_18;dist_19;value_19;dist_20;value_20;dist_21;value_21;dist_22;value_22;dist_23;value_23;dist_24;value_24;dist_25;value_25;dist_26;value_26;dist_27;value_27;dist_28;value_28;dist_29;value_29;dist_30;value_30;dist_31;value_31;dist_32;value_32;dist_33;value_33;dist_34;value_34;dist_35;value_35;dist_36;value_36;dist_37;value_37;dist_38;value_38;dist_39;value_39;dist_40;value_40;dist_41;value_41;dist_42;value_42;dist_43;value_43;dist_44;value_44;dist_45;value_45;dist_46;value_46;dist_47;value_47;dist_48;value_48;dist_49;value_49;dist_50;value_50;unix;doy
Kall-Sistig;32324585.2;5597303.74;505;16.4;10306.201088403095;18.0;12037.017582947918;17.2;14006.420214580909;20.9;17407.68195001956;11.0;19824.72913361672;13.5;20555.554696861767;11.5;22152.016588568036;15.6;22661.218127771826;29.7;29964.202366733;9.9;32662.658630641574;7.9;39092.39717459719;10.2;39483.01786293611;10.9;49578.6195700196;8.7;51551.79819883785;7.0;53855.57695042088;14.8;57127.22877358188;12.1;57715.461871502615;19.6;60175.985539503796;16.7;62937.67758757356;25.7;64928.06532862732;31.5;66390.92303340713;12.4;67023.50479518881;26.7;70917.49063616943;26.2;71038.22809220722;23.7;72072.57258733115;18.7;73888.06321866313;22.9;74113.42492670631;26.6;76200.97052050078;30.9;80260.46973599364;17.1;81503.18660119828;32.9;85823.59734216786;43.7;87888.06364915933;17.2;90018.90144229471;27.0;90030.83302768665;25.3;90273.7764091526;37.2;91654.53309717764;14.8;92709.30481196428;37.3;93244.06301280814;27.9;97042.22443715633;32.3;98833.75371907967;43.1;98843.8199095264;25.6;101614.68080235763;34.8;105092.2825973961;29.9;105143.70360701504;27.7;106274.61707437577;36.1;108790.6795216423;38.2;111026.58825869206;10.6;112186.11270582836;8.8;112740.4745615399;14.8;114076.68587025482;23.5;1504828800;251
Kamen;32406719.41;5715785.68;60;34.5;16267.594320270586;22.6;17275.719929776456;23.6;20439.25762742108;18.4;22161.38697628229;18.5;24590.831043821407;20.2;25819.074824216;13.3;26281.39247833004;12.2;29148.208117949776;35.1;30272.336568308594;14.8;35500.260209155436;38.2;35506.28202274674;14.8;36835.59340444664;10.4;37847.613705048236;23.5;39621.169130418944;36.1;40789.47544759585;25.6;44594.890208509314;21.1;45836.537188862414;7.3;46340.338937178174;21.6;46347.16660328253;13.8;46626.172770351084;23.3;49031.17819433709;12.5;49576.894341206535;32.3;50925.52590208796;10.7;51586.6653319155;11.8;51717.44697390856;29.9;52738.474651406505;17.4;53094.537246629574;37.3;53382.674695789014;43.1;54039.229980913005;20.9;54731.716901017986;23.8;55032.116932597724;3.7;55138.30233007616;34.8;55290.6925820739;37.2;56858.66946926313;13.4;57887.91957110571;10.6;58345.62291995977;43.7;58769.07120515964;11.1;59503.02478221071;10.4;59756.817780488986;25.3;60211.2347927883;14.6;61138.90014951352;19.8;61420.28863082005;15.4;61903.000414799775;24.6;62960.14608260336;11.9;63054.48274769817;32.9;65353.92532332339;13.7;65547.97328197287;12.4;66220.28426369933;25.6;66559.33232441693;14.8;66568.71286818366;11.8;1504828800;251
Kleve;32299558.39;5738470.81;46;9.0;8517.655092670306;6.2;22055.473436603846;10.2;31492.888601949515;8.8;34027.61316848723;11.4;34697.54131115719;11.1;50509.89421666542;14.8;51928.21617487397;14.8;51939.28021932532;14.6;55925.619676684655;24.6;57761.93821761367;17.2;68215.06741166403;14.1;68905.83752885589;13.8;69722.5744423843;27.0;70176.51468676674;25.6;72345.34018620297;29.9;72474.58058958345;23.7;76556.38958062866;20.9;78024.56472154996;43.1;78444.64220557059;31.5;80125.73014257122;26.7;81366.5760080214;26.6;87175.72328068543;35.1;87318.15756382307;20.2;88073.48284957084;12.1;88971.33004957756;18.7;92022.21784904653;37.2;92398.62003576047;23.6;93902.21261772775;8.7;94376.78623616193;11.9;97884.48026020103;32.9;98293.92497702195;18.5;98331.74032545672;19.6;98670.6125893238;38.2;100601.79601563672;30.9;101020.96555278669;17.4;101878.2761024478;43.7;104857.36964040624;10.2;105575.24654469805;25.7;109535.8367227694;34.5;110692.27308549646;13.7;110992.00185881543;36.1;111882.6805433068;37.3;113734.254531862;32.3;114417.54995758965;18.4;117666.58888013042;19.8;118968.08211447256;14.5;120776.74428814545;22.9;121665.76905839026;25.3;121783.98403583828;23.5;123086.62715177475;11.5;1504828800;251
Kreuztal-Eichen;32427504.26;5648519.96;305;24.6;9841.798923167156;27.7;14637.400081934165;10.6;15739.283270775439;23.8;17298.7008235237;13.4;19066.36374670826;25.6;21747.52135362605;11.2;22080.80362503539;27.9;22388.448432109413;22.4;25872.68197508154;21.1;26493.16048035585;34.8;27710.457913287642;7.3;28157.705143004503;17.0;29592.685267425215;23.3;30204.607997912382;10.5;32785.76479719288;12.8;33013.78226235931;10.4;35110.56788408714;17.1;35151.922643432415;14.8;36911.5774826076;23.5;37808.87860185812;25.3;42600.53761450558;17.9;43035.436390628216;32.3;44614.45457780671;26.2;44810.35182433259;10.7;45749.25438702181;37.3;45763.81522929466;36.1;48539.86137249248;13.3;48624.60032508076;22.9;48904.42446027351;11.8;49393.176924966436;12.4;53355.407618880665;12.2;54053.27390449082;7.3;56122.0271841221;14.3;56998.445836258186;14.8;57730.75143785709;43.7;58437.307227555095;16.7;58529.928672748436;38.2;61112.14597659383;14.8;63692.94131041956;32.9;64041.1290321596;30.9;64060.29152914124;10.4;64651.945952676026;7.0;65699.82458816112;3.7;66082.41879138278;37.2;66139.11026200753;22.6;67572.44292480289;5.7;68399.70390065812;6.0;69465.90673248684;25.7;70404.16963249356;34.5;73522.66092773099;35.1;1504828800;251
Köln-Bonn;32370341.11;5636385.39;92;16.7;13948.572240126636;22.9;14642.332048212067;14.8;15264.4366368124;26.2;18773.32116151143;25.7;22756.0300288544;12.4;23667.88334655204;10.9;24219.94654673621;7.0;26159.318481483515;30.9;28938.312023669198;17.1;29376.966850185323;19.6;29969.380219456514;25.3;30637.37255334425;7.9;30952.025573982075;9.9;30986.759638271826;32.9;31788.28997351087;43.7;34276.59854445884;37.3;35265.71594822458;18.7;38132.11303789188;32.3;39274.409205060285;27.9;40320.453857152905;37.2;40349.23764209803;25.6;41521.176780168826;34.8;44971.21617359179;11.0;47931.49343262834;36.1;47999.07629113996;12.1;49203.76300311304;27.7;51504.36987646196;17.2;53650.90458826769;38.2;54028.340429476775;43.1;54293.71091378691;23.5;55182.651349721535;27.0;55902.484709522956;11.5;57771.436861141134;8.7;57864.783602660675;23.8;58185.07067017041;10.2;58437.307227555095;24.6;59078.04429713706;10.6;60175.985539503796;16.4;61155.00651375048;13.5;61461.77330102056;29.9;62649.329919202224;31.5;63079.59483699853;21.1;63298.91966448714;23.7;64372.677368275006;15.6;65706.54074785879;18.0;68034.60605352202;14.8;68437.77578747085;13.4;68776.50074176637;35.1;68832.14324782307;17.2;69291.9559787505;7.3;1504828800;251
Köln-Stammheim;32358069.78;5650592.77;43;25.7;13068.397834167925;19.6;13266.86152659362;30.9;16630.883036448144;18.7;18619.122572937693;32.9;18773.32116151143;16.7;21066.184123331383;22.9;23084.236670534643;43.7;27748.541004962026;37.2;32061.760184531533;26.2;32112.360268637687;14.8;32132.7283156283;37.3;32438.7891421777;12.1;33563.537442638626;9.9;33731.3065592886;25.3;35426.32062205772;10.9;36752.958886959896;32.3;37111.16150754805;27.0;38937.585367232896;43.1;40663.90683416865;7.9;41309.36194021819;7.0;41484.99619139348;12.4;44797.31286138617;36.1;45043.42347244611;8.7;45677.51271927965;17.1;45889.102665504666;38.2;46029.768531187176;23.7;46134.557460205586;29.9;46490.0375902036;31.5;47019.60124896818;34.8;48660.455934331396;10.2;50124.18322636005;17.2;50409.09740980495;25.6;51379.493508909676;11.0;52013.964459445495;17.2;52441.06957430492;11.5;53677.72054843091;27.9;54547.78179260111;23.5;58140.705215114715;35.1;60432.83417050599;15.6;60903.73134523312;14.8;61361.67006551378;27.7;61564.541624319725;26.7;62937.67758757356;16.4;64338.16728431793;14.8;64808.569148280505;23.8;65557.59637844136;25.6;66678.93407074997;14.6;67252.04079539892;21.1;69424.75377152201;13.5;69465.90673248684;24.6;1504828800;251
Laasphe, Bad-Hesselbach;32455579.96;5637382.2;459;10.5;8902.419055566925;11.2;10821.328766547324;17.0;14955.106224527355;12.8;15507.008662166709;22.4;22452.037741169683;7.3;26427.090810519483;10.6;30204.607997912382;24.6;33762.053646367254;17.9;36083.64787886328;13.4;36975.34745849184;10.4;37070.79988796263;27.7;39556.36485197564;14.3;42591.75938918778;23.8;44754.538994164366;11.8;45881.11761871188;23.3;46008.385369206466;27.9;48667.877117526434;25.6;49919.40397388651;21.1;50739.79395556988;10.7;56625.73669424452;34.8;57733.899932171305;14.8;57870.39982900407;17.1;59655.29067403058;6.0;61083.04426339634;7.3;61888.83950961031;5.7;64655.68733920081;23.5;67249.35730852786;13.3;67892.08380918445;25.3;68015.43179773906;3.7;69735.09732406549;12.2;70285.6218480912;26.2;70697.58636710959;14.8;70845.00375794343;12.4;73104.17926308027;32.3;74287.98228840595;10.4;74920.11087116282;36.1;75939.69414951102;37.3;77339.92279655924;22.9;78400.81855973866;1.8;83117.69281169628;11.8;83743.83470389678;22.6;84516.6305034554;14.8;85245.46831649677;16.7;85439.82797808894;7.0;86108.72531951929;1.5;87403.52384704267;38.2;87924.63207142141;43.7;89170.50905014283;3.5;90485.76021571748;4.3;92382.99748012565;34.5;1504828800;251
Lage, Kreis Lippe-Hörste;32484527.7;5754900.43;150;27.1;8288.884310500804;27.0;12503.391093570339;22.1;14088.454142028326;20.9;17820.09998256195;17.4;18234.01338774592;13.5;22986.07826143497;24.2;26010.096618191343;14.2;28036.696917633497;11.3;28658.14471686459;12.5;29378.857326295423;12.4;30208.007111480307;14.9;35213.474527921404;10.1;37642.056522525534;3.5;38294.869752035054;4.2;39006.88872475948;10.6;40889.06867230393;21.6;42886.654309948564;11.1;43414.591486277764;11.8;43603.85938756612;4.3;44699.5864625311;1.8;45399.4542338937;7.7;48087.65650661112;5.7;51373.09739627765;6.0;52481.2857495906;1.9;54247.016700202;1.5;55104.829619449454;3.7;57185.252608899675;12.3;59641.17478686408;5.7;60568.50250157357;10.4;63539.16831287974;6.0;63791.81959926879;12.5;65114.53578749513;15.4;66982.0012665557;7.3;70282.43824502369;14.8;72991.62846831558;19.2;73381.23593203233;18.4;73659.04805711504;22.6;75896.54403554519;10.7;76399.55001626111;11.8;76790.45039002168;12.2;76896.86960790334;19.8;83510.4018410265;13.3;84084.41827811934;14.5;86465.52005827273;14.3;86757.26136987621;13.7;87086.74847694371;34.5;87282.64546974044;17.9;88676.48009962574;10.4;88722.88490328859;18.5;89099.62812573649;17.4;1504828800;251
Lemgo;32493504.94;5765758.31;138;20.9;12549.876096112173;17.4;14088.454142028326;27.1;18995.232270443164;27.0;24300.095225007757;22.1;28818.80650689141;12.5;28936.553765390225;13.5;30196.402917803563;11.3;30940.05077108525;14.2;31849.927987805924;10.1;37074.089835938685;24.2;38004.59761693416;7.7;38511.50467322977;6.0;38647.323129512806;14.9;41841.27421121398;4.2;43256.46172900951;12.4;45628.41978534911;5.7;47503.183473718644;3.5;48344.54061280082;10.6;49778.774711562735;12.3;51279.185677266716;11.1;51486.833973164255;4.3;54326.75682671043;21.6;56261.31812674594;1.8;57410.965781568426;1.9;57496.040233696775;11.8;61551.80454355416;1.5;68859.60984752017;3.7;71490.47213380299;15.4;72079.94485430555;5.7;72366.99175950543;12.5;74636.20978614644;10.4;75373.50584377309;6.0;76069.18829781268;19.2;80969.16494554847;7.3;83425.72985707475;19.8;84322.4580770093;14.8;85352.29740929602;18.4;87219.79105507562;22.6;89002.19706607949;14.5;89472.8948786885;11.8;89731.22251217789;10.7;90797.00007943982;12.2;92980.4404713624;13.7;97198.47763000074;17.4;97521.73145268287;13.3;98144.65774731274;14.3;100119.0249482948;17.9;100144.88529374826;34.5;100177.82623160574;18.5;102302.5198561653;10.4;1504828800;251
Lennestadt-Theten;32432467.23;5665091.43;286;13.4;10990.094443018908;23.8;12469.65192451275;23.3;14091.846021884134;21.1;17298.7008235237;24.6;18492.570043775628;10.4;21698.642922258183;14.8;21786.12596368766;22.4;25410.71826802709;27.7;28151.481180117775;10.7;28570.809436460568;25.6;28691.241444762105;17.0;28816.0548536756;34.8;30110.053514932217;23.5;30296.358031830376;11.2;30778.29816547553;12.8;31243.02027730372;10.6;32203.32625452212;17.9;32876.505898592986;13.3;35242.385141901024;11.8;36083.64787886328;10.5;36925.61538475594;12.2;36931.69394385508;7.3;37323.87149000669;27.9;40011.296006714285;14.8;41696.458843699715;36.1;42101.12704645549;25.3;42486.32805068576;7.3;42901.37506399668;32.3;46784.095169258064;10.4;46835.883022799455;37.3;47586.484383573115;14.3;49064.71329470777;3.7;49685.286439937365;17.1;50320.607979175016;22.6;53068.06915356248;5.7;53282.07257615375;38.2;55006.883337924715;6.0;56418.81489441195;22.9;56527.78809616622;26.2;56858.66946926313;34.5;59364.727258533945;43.7;61012.724920116874;11.8;63782.94405430755;12.4;65745.54397762025;35.1;65791.51047532343;37.2;65903.89066915108;32.9;67647.55449933988;30.9;67665.49147128097;23.6;68437.77578747085;16.7;68964.59178022381;1.8;1504828800;251
Leverkusen-Pattscheid;32364891.85;5661970.8;140;30.9;5447.340403288007;32.9;10274.113726821692;43.7;13266.86152659362;25.7;14913.557728740625;37.2;15581.110569796609;18.7;20204.077223157085;22.9;21390.466889976706;37.3;22566.258286195472;19.6;25901.386504987437;32.3;26159.318481483515;16.7;26329.938671754062;25.3;27881.817311425933;43.1;30886.01920347971;27.0;32670.572642061117;38.2;32684.624080060694;36.1;34831.218146424864;26.2;35310.140042316256;29.9;39114.44482573107;34.8;39759.28473603015;12.1;40783.237459556614;14.8;43413.38475684404;23.5;45083.094090253166;35.1;45301.507599992714;25.6;46774.20464030308;12.4;46774.58877365405;9.9;46953.35649913626;17.1;47042.392866890616;10.9;48965.48512207888;17.2;49874.08190707967;23.7;50353.73846951575;7.0;51918.691418078386;27.9;52103.772973816194;31.5;52892.99814644794;14.8;52899.007203260095;7.9;53716.67688085338;25.6;54127.037533725634;8.7;56773.58235060037;23.8;57186.372277263545;27.7;57318.72742256084;14.6;57554.87029136071;21.1;58957.430527459095;14.8;59487.98075871497;10.2;60632.90604935322;23.6;64041.1290321596;24.6;64416.73419697199;11.0;64934.86535502088;14.8;65134.04557178798;11.5;65216.71016988284;17.2;67647.55449933988;13.4;67986.00130976553;26.7;1504828800;251
Lichtenau in Westfalen;32493138.57;5718256.84;307;3.5;9536.288817710827;4.3;11715.173098973564;1.8;19156.42763826772;1.5;19410.15664188483;13.5;21345.718649252558;4.2;23566.714122909645;1.9;24583.84912958253;12.4;25419.40287275513;11.3;28360.668420573944;5.7;29515.25054548118;6.0;29771.020955957145;24.2;34944.94354906633;3.7;35114.719402900046;11.8;37642.056522525534;27.1;37849.177315077;10.1;41068.19368147713;5.7;41832.949616819766;22.1;42305.927952986494;27.0;46810.440462124534;21.6;47169.110084554464;11.8;47503.183473718644;20.9;48509.541156830324;7.3;50525.61716129198;10.4;51425.19686663366;14.3;53496.96534099247;10.7;55332.993158824596;17.4;56225.78551698929;17.9;57704.39073255107;14.9;59250.174654444025;14.2;59613.541043527206;14.8;62268.49219888081;10.6;62824.219882932404;10.4;64920.60438419347;12.5;66198.85627582335;12.2;67400.47286523825;11.1;70303.17055990093;22.6;71974.13853531747;13.3;72333.72429976579;23.3;74354.90101554927;12.8;79451.24255557604;17.0;79485.3198721021;22.4;80669.52806892883;13.4;80950.63957268522;18.4;81231.29134734205;14.8;83023.42436066599;7.7;84517.43497179262;12.5;84612.46742974986;21.1;85617.23839239389;6.0;86454.83708764492;34.5;89170.50905014283;10.5;1504828800;251
Lienen-Kattenvenne;32422628.77;5775109.74;55;15.4;11935.755446141675;19.8;12562.59830883735;12.5;18810.043571488;19.2;20259.99329459285;14.5;21657.35594342105;13.7;23367.331197333453;11.1;27388.435977124747;17.4;28374.276441382768;10.6;35138.56899204846;14.9;36212.40011124747;11.9;40564.04307876873;14.2;41127.88139453004;18.4;44789.909756205976;12.5;46242.698341508694;18.5;48648.559848819095;21.6;51916.69842682498;20.9;53580.66336345136;22.1;56832.53201772301;27.0;58082.06595367463;20.2;58677.73269346048;7.7;60442.16089995741;17.4;60609.766913036015;22.6;60805.544624469265;24.2;61024.53929807816;12.3;61420.28863082005;34.5;63641.182874613085;13.8;63787.73011239332;14.1;65114.53578749513;27.1;65147.871112130124;11.8;66553.38820402785;23.6;66899.91212105022;12.4;67679.9143411667;10.4;71174.01835993415;14.8;71490.47213380299;20.9;72975.13132136612;24.6;73532.63746955659;12.2;76334.53950874691;13.5;78170.17015411305;13.3;79613.35176277468;3.7;81393.46976990264;7.3;82139.77276767207;25.6;82558.92950371906;35.1;83538.93715872821;6.0;89764.36842630242;1.8;90575.6459455308;3.5;91343.44575361439;10.7;92280.54052397252;14.8;92367.77587448756;11.3;94976.21637048773;38.2;95304.77440117924;5.7;1504828800;251
Lindlar-Oberlichtinghagen;32390942.33;5658149.89;337;25.3;10336.438801540808;37.3;11112.502698335105;32.3;13293.227386441566;34.8;16145.465203936597;22.9;19504.725283308373;25.6;20336.91146605997;43.7;20564.949535450323;36.1;24442.98918307261;23.5;24969.54076131292;26.2;25955.977077736432;32.9;26329.938671754062;30.9;29282.303986779352;27.9;29692.49512345439;37.2;29969.380219456514;16.7;30070.660677485703;17.1;30700.279575347668;38.2;31112.42380923588;23.8;31658.44870658402;27.7;33731.3065592886;25.7;34034.30300232226;21.1;37766.7960882371;12.4;37808.87860185812;24.6;38164.52615963192;14.8;40672.78977858234;14.8;41901.828472107336;18.7;42101.12704645549;13.4;43832.91767745434;43.1;45385.8455521207;10.6;46434.90139548772;19.6;46637.15589492068;23.3;47663.14330396659;35.1;48810.95239685801;7.0;50311.0812323475;29.9;51232.645364129494;13.3;53061.68766132057;10.9;53759.74722279811;27.0;57955.10863324077;12.2;58993.56210982293;7.3;59071.93741270287;22.4;59195.58602823564;11.2;59245.6904291311;23.6;59756.817780488986;34.5;59934.63757931697;10.4;60239.192914293126;7.9;60409.097088500486;9.9;62730.290719224686;25.6;64336.4766995258;14.8;64800.37971976657;22.6;65192.74984162687;12.1;65344.36411681742;10.7;1504828800;251
Lippspringe, Bad;32488880.72;5737193.64;157;13.5;18234.01338774592;27.1;18832.98892909693;24.2;18903.86457735481;11.3;19410.15664188483;3.5;19775.98807492333;12.4;23478.29438640621;27.0;24062.679599098003;22.1;24804.697769386945;4.2;25837.30998972874;4.3;27325.076510494677;1.8;28936.553765390225;20.9;31108.58534942904;10.1;35040.26775722224;11.8;35943.92727591147;17.4;36433.70650406722;1.9;36564.57025509418;1.5;39802.28853153378;21.6;40503.94416075976;5.7;41257.10398595057;14.2;41709.62888890674;14.9;42617.932544432864;3.7;43337.58572319377;5.7;45993.85110008102;12.5;46439.34102633203;6.0;48193.54749688432;10.6;52849.771935248566;10.4;53006.31375148706;11.1;55831.50537133629;7.3;61215.72110609528;11.8;62743.84828347414;14.8;63412.48493198094;10.7;63615.78547453223;7.7;67434.40210228424;6.0;69217.83514906009;14.3;69527.55536313224;12.2;69739.92386207357;22.6;71556.0651115255;17.9;72296.75887693372;12.5;74994.76364041054;18.4;75049.94439158091;10.4;75415.4888672741;12.3;76014.1874028287;13.3;76334.53950874691;15.4;81502.2264586057;23.3;84904.59952957483;34.5;87057.93624931869;19.2;87535.61581199704;19.8;87709.74594678187;14.8;90266.67293471887;12.8;91064.23421062864;18.5;1504828800;251
Lippstadt-Bökenförde;32458093.76;5720461.06;92;11.8;15351.438697659443;12.4;15485.701693348701;3.7;16499.589963779217;21.6;17852.831451186637;10.4;20446.10339883909;24.2;24126.807414368388;7.3;27769.12147575061;14.8;28453.78144249873;1.8;30179.764502359616;5.7;33924.360954843156;10.7;34531.523466579434;12.2;35040.26775722224;13.5;35114.719402900046;3.5;35659.249330995495;22.6;36668.95829984897;22.1;36780.9511736965;6.0;39473.15551042996;11.8;40090.43124985052;10.6;41090.825468770614;13.3;41098.540765404745;27.0;41278.85159695766;14.9;43414.591486277764;27.1;44344.167209471365;4.3;44935.26039057249;11.1;46477.53286013889;18.4;47641.09355720789;10.4;48879.965555782386;14.2;49550.689260704676;23.3;50846.202435274725;17.9;51586.6653319155;34.5;51762.25582064536;1.5;52981.430857813066;11.3;53505.73235370219;14.8;54473.091444933634;4.2;56024.806606043916;12.5;56309.34469747701;14.3;57496.040233696775;20.9;57842.545364271835;17.4;58107.96877013407;12.5;58493.81121999122;1.9;59587.56201646201;21.1;61012.724920116874;13.4;62262.165905851434;18.5;65147.871112130124;15.4;65807.4034997408;10.1;67810.3808861188;23.5;67931.17844874789;23.8;68645.83591009362;23.6;68868.068832971;12.8;69261.60634486644;22.4;1504828800;251
Lüdenscheid;32405249.62;5677968.03;387;23.5;12243.49699507848;36.1;15563.588381437583;14.8;16583.718606464663;21.1;17298.158253586313;34.8;17796.600063793805;32.3;22118.278471368725;23.8;22420.473754410166;37.3;23173.968522392104;38.2;24442.98918307261;25.3;26962.123735314384;13.3;28117.916738250577;23.3;28560.839444543588;25.6;30110.053514932217;13.4;33573.239929947384;43.7;33687.919417360645;12.2;36736.96162379186;35.1;36911.5774826076;24.6;37090.61604832762;27.7;37581.06954955724;37.2;37847.613705048236;34.5;40141.479713735964;32.9;40221.525794746805;14.8;40359.10546863156;22.9;40589.96504586365;22.6;42435.18394758866;23.6;42604.33294294884;27.9;43413.38475684404;30.9;43771.19580103689;10.4;45031.97801929169;10.7;46422.08722531269;43.1;48173.88946226268;7.3;48423.29969067687;26.2;49457.0986059824;17.1;50064.499124679845;10.4;50148.2766168661;10.6;50239.32978329337;29.9;51591.73774418629;22.4;54293.71091378691;16.7;54480.37398543688;25.6;54547.78179260111;25.7;55034.46934117338;20.2;57175.8529230134;18.7;57352.092441905676;11.2;57603.533484942;18.4;58541.542165503626;17.0;58563.72528206332;11.8;58588.58687684907;18.5;59577.015846633476;17.9;60261.907031322015;12.4;60886.91824978165;12.8;1504828800;251
Lüdinghausen-Brochtrup;32397823.31;5736083.13;59;18.5;13064.006457905778;20.2;16139.721729806706;18.4;20466.58356261634;23.6;22161.38697628229;34.5;29996.744327424112;13.8;31441.788737832583;17.4;33020.56684869973;20.9;33112.75593996186;22.6;35374.67603206268;12.5;36340.30770063437;35.1;37862.53433900618;25.6;40921.30701832663;11.9;42726.31307434176;19.8;45042.74703765334;13.7;45224.65037474629;24.6;46242.698341508694;15.4;46302.12077985874;12.2;47290.04357444642;13.3;48455.23745120392;14.8;49766.19201354674;38.2;51386.55571747519;21.6;51773.60074511672;11.1;52021.479217937995;10.4;52897.317970530516;10.6;53016.024905917264;14.1;53349.387154760945;14.5;55008.41090552057;14.6;55536.12431993677;29.9;57661.62922587575;14.8;57675.45163173656;36.1;58588.58687684907;23.5;59857.04289555928;43.1;62262.165905851434;11.8;62696.245098101375;14.9;63014.108215455264;19.2;63422.43178122768;14.8;63734.394983168924;7.3;64785.819793661096;11.4;65036.930823978844;11.1;66661.89762499128;37.2;66707.52549443426;21.1;67368.10803175077;32.3;68500.72170330955;23.3;70072.2736061474;3.7;70103.03405507632;37.3;70568.25868431144;10.7;72231.56155044035;24.2;72363.62110212263;43.7;72846.25615622895;14.2;73487.07030259773;12.4;1504828800;251
Lügde-Paenbruch;32518652.73;5746213.69;258;10.1;13070.085734917608;11.3;13781.159236944288;5.7;19170.31430491708;4.2;31108.58534942904;13.5;31849.927987805924;20.9;33327.11622357078;1.9;35213.474527921404;27.1;35336.74835096416;4.3;37849.177315077;3.5;41778.82287011596;1.5;43499.19868477702;27.0;44371.876749845986;17.4;47326.82581129333;22.1;49461.26016639767;24.2;49540.616860805305;1.8;50763.41514240495;12.4;59880.64965817;6.0;60274.15000269061;12.5;60415.372177247664;14.2;65416.550961732995;14.9;65807.4034997408;11.8;66163.26966526646;5.7;66589.67851103326;6.0;68247.92174063697;7.7;70478.81422189933;21.6;70976.76851866607;3.7;73999.21392954794;10.6;78052.4956140824;11.1;79519.19533366537;12.3;83429.84889017536;10.4;84640.26511400139;7.3;84972.37273929648;11.8;86776.35115208731;14.3;90792.79337488688;10.7;93233.11770321056;14.8;93617.9763375906;17.9;98819.9807264507;12.5;100023.20699988805;12.2;100277.73336431304;15.4;100651.14804183962;10.4;100833.53425696184;22.6;105340.01477850863;18.4;106357.35769630104;13.3;107031.96833298696;19.2;109509.87171366287;23.3;111223.33570201225;12.8;112091.60231359168;19.8;115995.56509963045;34.5;116510.2936644407;17.0;117002.39542600064;22.4;1504828800;251
Marsberg-Helminghausen;32480733.72;5691475.04;377;6.0;6747.933054439572;5.7;19127.89015883341;1.8;19783.34968005428;11.8;22931.537201037783;14.3;24266.458802755;3.7;27052.381619461;17.9;29515.25054548118;3.5;30625.524419865484;1.5;31743.71798811189;10.7;31774.81229561125;4.3;32410.11591459684;7.3;36517.67963334212;10.4;36780.9511736965;11.8;38630.46725717375;12.4;41400.161913507116;1.9;42146.20960556111;10.4;44856.243232036395;12.8;46439.34102633203;13.5;46809.84011862825;24.2;47685.716821367394;14.8;48262.58751275832;4.2;49381.83812668285;23.3;50013.59306391044;17.0;50460.20397270328;22.4;52760.91545985044;12.2;53231.56941428205;21.6;54724.08926660207;11.3;55006.883337924715;13.4;56612.59031127582;13.3;59655.29067403058;10.5;61319.093865263974;14.8;62100.11054437693;21.1;62215.9705178006;22.6;63060.48130350436;11.2;63500.34984291676;22.1;63539.16831287974;27.1;65527.573003850586;23.8;65835.89723030129;27.0;66589.67851103326;10.1;67017.41515452492;5.7;68399.70390065812;24.6;74698.93992791558;14.9;75373.50584377309;20.9;75707.87799019631;10.6;76683.04096702057;23.5;77079.69542343119;10.6;77905.23596643223;34.5;78147.80128469678;27.7;79693.48319360275;18.4;79700.29331180398;14.2;1504828800;251
Medebach-Berge;32479927.21;5668557.69;380;14.3;15710.654866351611;17.9;20678.63324579153;11.8;22931.537201037783;6.0;26041.853802141493;12.8;27696.140989765958;5.7;31539.395166999053;10.4;31675.993979134502;17.0;34635.42844468608;22.4;36202.215502066916;10.7;39556.36485197564;10.5;41372.06523311155;3.7;41908.60876408252;1.8;42769.706571454524;7.3;44871.008325071016;11.2;46557.67499038201;1.5;47419.84968842151;23.3;47586.484383573115;13.4;51425.19686663366;3.5;51458.16870653657;4.3;55852.863477225925;10.4;56122.0271841221;24.6;56309.34469747701;11.8;57295.223061042736;1.9;57852.736082627904;14.8;58526.01963807577;23.8;58891.80155693727;21.1;60842.83324297183;12.2;60953.01843367709;12.4;61237.56463206661;10.6;61590.42381651789;14.8;61683.173004498916;7.3;62380.59740425349;13.3;65846.91054908285;27.7;67751.77439736074;4.2;69199.77802143684;24.2;69217.83514906009;13.5;72619.11525043132;21.6;73204.04692452068;22.6;73933.97992528701;25.6;75268.1672164513;23.5;75808.60683138085;11.3;76345.55660156123;34.8;77665.74581286602;27.9;84901.6832336714;5.7;86181.09697303911;22.1;86465.52005827273;27.1;86776.35115208731;10.1;87120.41907773483;34.5;87483.54096241153;36.1;88684.66175282482;27.0;1504828800;251
